Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
63766.0,1027.779,339.7888,240.03857,1.415559,0.7077783,65051.0,284.93753,0.76447034,0.98024625,0.7585768,0.8385725,0.0053286827,0.0016254068,0.7032038,0.99542654,BARBUNYA
60563.0,1005.91,408.41486,189.81401,2.151658,0.88543785,61453.0,277.68906,0.6219819,0.9855174,0.7521405,0.67991906,0.0067436364,0.00088900205,0.46228993,0.9946899,HOROZ
36792.0,714.062,261.88702,179.39778,1.4598119,0.7285245,37191.0,216.43712,0.7927602,0.9892716,0.90675807,0.82645226,0.0071180426,0.0020483844,0.6830234,0.9970857,SIRA
59181.0,956.187,393.71634,193.47832,2.0349379,0.87092525,60026.0,274.50244,0.79684657,0.98592275,0.8134044,0.69720864,0.006652749,0.0009696878,0.4860999,0.989183,HOROZ
45297.0,854.181,341.54996,169.67062,2.013018,0.86788416,46087.0,240.15398,0.6267312,0.9828585,0.7801525,0.7031298,0.007540234,0.0011368592,0.49439156,0.99521905,HOROZ
80599.0,1106.493,434.3949,239.28065,1.81542,0.834613,82146.0,320.34644,0.6756673,0.9811677,0.8272603,0.73745435,0.005389582,0.000983276,0.543839,0.98729616,CALI
46202.0,780.633,260.09973,226.39792,1.1488609,0.4922969,46732.0,242.54115,0.7768698,0.9886587,0.9527453,0.9324929,0.0056296205,0.0026256754,0.869543,0.99898404,SEKER
37809.0,730.232,267.8432,180.36826,1.4849796,0.7392693,38291.0,219.4081,0.79109913,0.9874122,0.89101154,0.8191662,0.007084112,0.0019676746,0.67103326,0.99647075,DERMASON
47210.0,791.788,277.14294,217.19493,1.2760102,0.6211486,47669.0,245.17267,0.7497816,0.9903711,0.9462939,0.8846434,0.005870429,0.0022178008,0.78259397,0.99859786,SEKER
32433.0,653.76,219.8367,188.00923,1.1692867,0.51826143,32775.0,203.21165,0.7693202,0.9895652,0.95358694,0.92437553,0.0067781797,0.003052717,0.8544701,0.9991205,SEKER
51321.0,868.552,319.72586,205.84378,1.5532452,0.76518255,52228.0,255.62459,0.73816615,0.9826338,0.85489607,0.79951173,0.0062299226,0.0015702246,0.639219,0.9928639,SIRA
37365.0,702.379,247.35402,192.70949,1.2835591,0.6269199,37705.0,218.11601,0.7845175,0.99098265,0.9517696,0.8817969,0.006619939,0.002468926,0.7775658,0.99805164,SEKER
35730.0,698.169,242.21634,187.9909,1.288447,0.63057524,36142.0,213.29053,0.78629434,0.9886005,0.9211318,0.88057864,0.0067790747,0.0025143325,0.7754187,0.99908596,SEKER
80035.0,1129.156,385.2801,265.5569,1.4508383,0.7245172,81623.0,319.22363,0.8008305,0.9805447,0.7888273,0.8285495,0.004813895,0.001399427,0.6864943,0.9959922,BARBUNYA
49593.0,846.147,321.52173,196.91415,1.6328015,0.79051375,50165.0,251.28424,0.739146,0.98859763,0.8704395,0.78154665,0.006483208,0.0014920705,0.61081517,0.99733996,SIRA
42205.0,762.295,284.0426,189.91687,1.4956155,0.7436033,42702.0,231.81259,0.77179796,0.9883612,0.9126991,0.8161191,0.00673007,0.001841677,0.6660504,0.9961552,SIRA
41323.0,763.498,264.08344,199.99431,1.3204547,0.65304995,41984.0,229.3776,0.7553927,0.9842559,0.8908117,0.86858,0.006390713,0.0022437184,0.7544312,0.9961922,SEKER
38677.0,741.296,257.00732,191.81328,1.3398829,0.66557175,39266.0,221.91234,0.7768962,0.9849997,0.8844623,0.86344755,0.006644965,0.0022783284,0.7455417,0.9989385,SEKER
27332.0,626.434,234.39229,149.69965,1.5657505,0.76947963,27859.0,186.54807,0.7198694,0.98108333,0.875247,0.7958797,0.008575746,0.0021224695,0.6334245,0.99178475,DERMASON
55706.0,957.611,403.69226,176.23018,2.2907102,0.89968204,56402.0,266.32138,0.5987703,0.98766,0.76336735,0.65971386,0.0072468366,0.0008467412,0.4352224,0.9969684,HOROZ
45287.0,800.096,297.69507,194.14182,1.5333897,0.75809,45723.0,240.12747,0.79450876,0.9904643,0.8889948,0.80662227,0.0065735215,0.0017165586,0.6506394,0.9976838,SIRA
42888.0,750.734,253.17188,215.83214,1.1730037,0.5227072,43254.0,233.68076,0.79285675,0.99153835,0.9562545,0.9230123,0.0059030936,0.0026429526,0.8519517,0.9993425,SEKER
27997.0,625.831,232.55417,153.94861,1.5105962,0.7495124,28322.0,188.80383,0.7071735,0.9885248,0.89827067,0.81187034,0.008306396,0.0022260717,0.6591335,0.99568444,DERMASON
43948.0,777.578,292.4937,192.10211,1.5225949,0.75408787,44489.0,236.5509,0.79108614,0.9878397,0.9134001,0.80873847,0.0066554495,0.0017562631,0.6540579,0.9958652,SIRA
40130.0,746.638,271.56802,189.18918,1.435431,0.71740645,40637.0,226.04225,0.7895565,0.9875237,0.90460473,0.8323596,0.0067672073,0.0020037026,0.6928225,0.99449897,SIRA
46181.0,822.469,306.99673,192.69733,1.5931551,0.77846724,46858.0,242.48604,0.7290509,0.9855521,0.85789496,0.78986514,0.006647685,0.001596107,0.62388694,0.99394876,SIRA
46734.0,831.719,320.32022,187.60587,1.7074105,0.81054074,47538.0,243.93355,0.65578693,0.98308724,0.8489646,0.7615303,0.006854115,0.0014219355,0.5799284,0.9901758,SIRA
32217.0,667.032,244.09363,168.48979,1.4487146,0.7235547,32596.0,202.53384,0.7812833,0.9883728,0.9099167,0.8297383,0.0075765476,0.0022152143,0.6884657,0.99739033,DERMASON
48016.0,863.671,356.244,173.15881,2.0573251,0.873921,48678.0,247.25668,0.7467961,0.9864004,0.80890805,0.6940656,0.0074192765,0.001062046,0.48172703,0.99106914,HOROZ
40079.0,757.652,269.43262,191.59598,1.406254,0.7030817,40819.0,225.89857,0.68573236,0.9818712,0.87737894,0.83842325,0.0067225383,0.0020491153,0.7029536,0.98853135,SIRA
42999.0,783.441,285.9579,191.80768,1.4908572,0.74167895,43581.0,233.98296,0.7545008,0.9866456,0.88035053,0.8182427,0.006650338,0.0018388747,0.6695212,0.99816054,SIRA
38687.0,722.284,266.12427,185.41045,1.4353251,0.71735656,39030.0,221.94102,0.8038189,0.9912119,0.93187773,0.8339751,0.0068789073,0.002052634,0.69551444,0.9982894,SIRA
50704.0,841.018,313.9273,206.30478,1.5216677,0.7537392,51338.0,254.08333,0.7825899,0.98765045,0.9008272,0.8093699,0.006191372,0.0016389092,0.65507966,0.9968136,SIRA
52426.0,861.757,325.29736,206.00812,1.5790511,0.7739132,52940.0,258.36188,0.68144125,0.9902909,0.88712937,0.79423296,0.006204886,0.0015230183,0.63080597,0.9960749,SIRA
138265.0,1396.139,512.80634,345.1813,1.4856145,0.73953134,139739.0,419.57654,0.754837,0.98945177,0.89138395,0.81819683,0.003708866,0.0010253027,0.66944605,0.9945388,BOMBAY
40318.0,756.566,280.40405,183.92313,1.5245721,0.75482893,40856.0,226.57112,0.7064534,0.9868318,0.8851466,0.80801654,0.0069548106,0.0018287152,0.65289074,0.99537903,SIRA
37800.0,726.658,280.38287,172.40636,1.6262908,0.7886081,38201.0,219.38199,0.81697935,0.9895029,0.89958364,0.7824372,0.0074175363,0.0017148943,0.61220795,0.9956282,DERMASON
70550.0,1019.266,395.12546,229.49747,1.7216985,0.81403077,71937.0,299.7116,0.7445753,0.98071927,0.85335904,0.7585227,0.0056006443,0.0011436471,0.57535666,0.9905907,CALI
74232.0,1046.303,408.22388,236.71187,1.7245603,0.8147176,76425.0,307.4331,0.7758604,0.9713052,0.8520912,0.75309926,0.0054992978,0.0010911789,0.5671585,0.97809905,CALI
40735.0,744.372,269.94666,192.46729,1.4025586,0.70118165,41160.0,227.73979,0.7903417,0.98967445,0.92384166,0.8436474,0.006626897,0.0020707797,0.711741,0.9982584,SIRA
53755.0,929.598,325.29715,210.93945,1.5421352,0.7612559,54945.0,261.61612,0.7191112,0.978342,0.78169686,0.8042373,0.006051477,0.0015616297,0.64679766,0.9974495,BARBUNYA
38110.0,861.568,310.17773,157.48868,1.969524,0.8615122,39200.0,220.27972,0.64392406,0.9721939,0.64516336,0.7101726,0.008139011,0.0012770476,0.5043451,0.9933198,HOROZ
37393.0,699.759,237.23058,200.92938,1.1806664,0.5316259,37751.0,218.19772,0.7638707,0.9905168,0.9596286,0.91977066,0.006344251,0.0028007757,0.8459781,0.9988179,SEKER
53870.0,928.608,383.52325,179.61128,2.135296,0.8835594,54437.0,261.8958,0.69929254,0.98958427,0.7850404,0.6828681,0.007119422,0.0009549307,0.46630886,0.9957075,HOROZ
85567.0,1156.399,415.48657,262.76978,1.581181,0.77461046,86970.0,330.07166,0.71157587,0.983868,0.80408275,0.7944219,0.0048556873,0.0011929858,0.63110614,0.9978931,BARBUNYA
43388.0,792.35,299.68265,185.77046,1.6131878,0.78468823,43963.0,235.03897,0.7185109,0.98692083,0.8684511,0.78429294,0.00690704,0.0016120736,0.61511534,0.99229664,SIRA
37970.0,703.416,246.49837,196.4892,1.2545135,0.60381866,38241.0,219.87476,0.7500395,0.99291337,0.9643307,0.89199275,0.006491924,0.00253512,0.7956511,0.99815506,SEKER
30189.0,645.597,239.40436,160.8217,1.4886321,0.740771,30548.0,196.05568,0.71863174,0.988248,0.9101974,0.8189311,0.007930185,0.0022001516,0.67064816,0.9983484,DERMASON
37654.0,722.14,266.79004,180.18608,1.4806361,0.73746496,38076.0,218.9579,0.7020285,0.9889169,0.907357,0.82071245,0.007085304,0.0019829068,0.6735689,0.99731046,DERMASON
30448.0,664.217,253.07394,153.67162,1.646849,0.7945336,30830.0,196.8949,0.80320776,0.98760945,0.86725867,0.7780133,0.008311677,0.0018785229,0.6053047,0.9968454,DERMASON
77511.0,1065.949,361.20975,275.01416,1.3134223,0.64831793,78676.0,314.14975,0.78287613,0.9851924,0.8572359,0.86971563,0.0046601095,0.0016446935,0.7564053,0.9934796,BARBUNYA
81910.0,1132.599,411.3963,253.93661,1.6200747,0.7867628,83172.0,322.94125,0.7196071,0.9848266,0.8024065,0.7849882,0.0050225407,0.0011764021,0.6162065,0.9983006,BARBUNYA
41307.0,771.903,296.3021,178.95158,1.6557668,0.7970224,41822.0,229.33318,0.77923036,0.9876859,0.87118036,0.7739843,0.007173169,0.0015878867,0.5990517,0.99189,SIRA
44648.0,802.656,300.34616,190.29825,1.5782919,0.77366376,45266.0,238.42735,0.6867972,0.9863474,0.8708693,0.7938418,0.0067269793,0.0016479184,0.63018477,0.99461555,SIRA
39344.0,764.8,294.05746,170.85022,1.7211418,0.81389666,39803.0,223.81764,0.7276628,0.9884682,0.8452645,0.76113576,0.0074740103,0.0015473263,0.5793276,0.997105,SIRA
76307.0,1134.821,403.78992,241.44182,1.6724108,0.80154145,78040.0,311.70032,0.777342,0.97779346,0.744594,0.7719369,0.0052916496,0.0011590389,0.5958865,0.9965671,BARBUNYA
73550.0,1024.467,397.50797,237.35106,1.6747681,0.8021686,74442.0,306.0176,0.8135702,0.9880175,0.88063633,0.7698402,0.0054045953,0.0011709684,0.5926539,0.99255776,CALI
42642.0,806.488,324.36035,168.62067,1.9236096,0.8542539,43163.0,233.00961,0.8061327,0.98792946,0.8238566,0.71836656,0.007606593,0.001249552,0.51605046,0.99267966,HOROZ
50702.0,892.127,363.65027,178.54477,2.0367455,0.8711712,51307.0,254.07832,0.615577,0.98820823,0.80053735,0.6986887,0.007172306,0.0010543222,0.48816586,0.9942696,HOROZ
35889.0,715.89,271.9308,168.9743,1.6093025,0.78350365,36306.0,213.76457,0.78896,0.9885143,0.8799918,0.7860992,0.007576995,0.0017847863,0.617952,0.9944717,SIRA
41487.0,815.9,299.04684,177.0815,1.6887527,0.80582553,42483.0,229.8323,0.6891757,0.97655535,0.78315556,0.7685495,0.0072082058,0.0015512949,0.5906684,0.9974928,BARBUNYA
68936.0,1025.523,381.00705,231.05298,1.6490029,0.79513913,70001.0,296.26346,0.77153635,0.9847859,0.82369256,0.77758,0.005526968,0.0012463701,0.60463065,0.99703777,BARBUNYA
62716.0,937.448,356.9928,224.56897,1.58968,0.77735883,63313.0,282.58182,0.77503705,0.99057066,0.89679635,0.7915617,0.0056922124,0.0013784786,0.62657,0.9960457,CALI
37329.0,720.481,264.44016,180.65744,1.4637656,0.73025984,37727.0,218.01091,0.7798646,0.9894505,0.9036727,0.82442445,0.0070840404,0.0020186647,0.67967564,0.9948858,DERMASON
30086.0,640.508,236.93643,162.72662,1.4560398,0.7268517,30409.0,195.72093,0.82472587,0.98937815,0.9215634,0.82604825,0.007875306,0.0022618764,0.68235576,0.99353707,DERMASON
40158.0,760.511,278.44934,184.98112,1.5052851,0.74744296,40687.0,226.12111,0.687955,0.9869983,0.872511,0.8120727,0.006933845,0.001860088,0.65946203,0.9926784,SIRA
78837.0,1093.551,421.0607,242.8306,1.7339689,0.8169478,80747.0,316.82547,0.6637843,0.9763459,0.82844156,0.7524461,0.005340902,0.0010560779,0.56617516,0.98173004,CALI
40699.0,745.807,275.1004,188.77339,1.4573048,0.7274146,41082.0,227.63913,0.71620387,0.9906772,0.9194766,0.8274766,0.0067593893,0.0019548351,0.68471754,0.9978422,DERMASON
39857.0,755.392,283.62366,179.43088,1.5806848,0.7744483,40330.0,225.27208,0.69215405,0.9882718,0.8777477,0.794264,0.0071160314,0.0017469368,0.6308553,0.99718344,DERMASON
54195.0,927.979,386.9359,179.1458,2.1598938,0.8863658,54881.0,262.68463,0.8012271,0.98750025,0.7908476,0.6788841,0.0071396977,0.0009354963,0.4608836,0.9954596,HOROZ
42598.0,785.173,294.27417,184.98671,1.5907856,0.7777124,43156.0,232.88937,0.68245244,0.98707014,0.8682971,0.79140264,0.006908169,0.0016716013,0.62631816,0.9963379,SIRA
36841.0,689.544,238.38849,197.08273,1.2095858,0.56259996,37129.0,216.5812,0.7971654,0.99224323,0.97368234,0.90852207,0.006470739,0.0027194156,0.82541233,0.99840707,SEKER
39273.0,729.415,253.79619,197.5272,1.284867,0.6279042,39696.0,223.6156,0.75354004,0.989344,0.9275868,0.88108337,0.006462358,0.0024023638,0.7763079,0.99745244,SEKER
72067.0,1021.302,398.38364,231.58159,1.7202734,0.8136872,72949.0,302.91675,0.71294874,0.9879094,0.8682363,0.7603644,0.005527962,0.0011398086,0.578154,0.994583,CALI
58182.0,961.668,404.23474,183.98824,2.1970685,0.89041376,58693.0,272.17572,0.6707091,0.99129367,0.79058427,0.67331105,0.0069477633,0.0008808211,0.45334777,0.99603605,HOROZ
37210.0,721.779,273.6492,173.83328,1.5742049,0.7723137,37664.0,217.66315,0.7808041,0.98794603,0.89755493,0.7954094,0.0073541845,0.001815838,0.63267606,0.9959618,SIRA
37349.0,717.573,265.46606,180.32324,1.4721678,0.7338881,37743.0,218.0693,0.7346236,0.98956096,0.9115,0.82145834,0.0071077156,0.00199642,0.6747938,0.9934097,DERMASON
41417.0,760.493,275.38742,192.72266,1.4289312,0.7143156,41886.0,229.63834,0.72699666,0.98880297,0.8999079,0.83387375,0.00664914,0.001983108,0.6953454,0.9936007,SIRA
30902.0,656.025,246.58594,160.22495,1.5389984,0.7601281,31279.0,198.35738,0.77541906,0.98794717,0.9023098,0.8044148,0.007979611,0.0020610176,0.64708316,0.99586,DERMASON
45929.0,806.515,305.64984,192.11229,1.5909958,0.7777796,46335.0,241.82353,0.7669149,0.9912377,0.887303,0.7911783,0.0066548334,0.0016084753,0.6259631,0.9959047,SIRA
52829.0,846.266,298.2441,226.04951,1.3193752,0.65233064,53408.0,259.353,0.7468052,0.9891589,0.92697597,0.8695997,0.005645462,0.0019913919,0.7562036,0.99771625,SEKER
42236.0,770.841,290.0046,186.11026,1.5582409,0.7669145,42820.0,231.8977,0.7759406,0.9863615,0.8932294,0.7996346,0.00686629,0.0017316818,0.6394154,0.9963632,SIRA
78297.0,1070.184,423.83618,236.34505,1.7932941,0.8300876,78943.0,315.73856,0.7828526,0.9918169,0.85908884,0.7449542,0.0054131853,0.001028374,0.55495685,0.9952008,CALI
33316.0,670.587,229.21808,185.27936,1.2371485,0.58875656,33699.0,205.95934,0.78261685,0.9886347,0.93100595,0.89853007,0.0068801204,0.0027663442,0.80735624,0.9988196,SEKER
40892.0,723.304,244.5276,213.02968,1.147857,0.49094832,41189.0,228.17824,0.79992175,0.9927893,0.9822148,0.933139,0.0059798397,0.0027967566,0.8707484,0.9994946,SEKER
25521.0,600.093,228.98764,142.4219,1.6078119,0.7830464,25829.0,180.26189,0.73209983,0.98807544,0.8905749,0.7872123,0.008972518,0.0021255023,0.6197032,0.9963662,DERMASON
36867.0,722.956,274.27933,171.43431,1.5999091,0.7805963,37308.0,216.65761,0.71586406,0.9881795,0.8863881,0.789916,0.007439697,0.0017867286,0.62396723,0.99829084,DERMASON
27563.0,610.702,229.03531,153.48738,1.4922093,0.74222815,27810.0,187.33473,0.818549,0.9911183,0.92870474,0.8179295,0.00830952,0.0022941362,0.6690087,0.99830097,DERMASON
41137.0,759.003,280.88846,187.16083,1.5007867,0.7456684,41644.0,228.86078,0.79307884,0.9878254,0.89733684,0.8147746,0.0068281223,0.0018562261,0.6638576,0.99630857,SIRA
30065.0,642.016,239.46516,160.29285,1.493923,0.7429215,30415.0,195.65262,0.75063044,0.98849255,0.916599,0.81704,0.007964915,0.0021894458,0.6675544,0.9972748,DERMASON
34465.0,699.267,265.81424,165.64119,1.6047592,0.7821052,34941.0,209.48079,0.7744944,0.98637706,0.88573146,0.7880721,0.007712585,0.0018350318,0.6210577,0.9966481,DERMASON
28671.0,627.304,234.45427,156.14204,1.5015448,0.7459689,29059.0,191.06296,0.7420031,0.98664784,0.91558063,0.81492627,0.0081774015,0.0022246842,0.6641049,0.99718326,DERMASON
25664.0,587.382,214.90976,152.26935,1.411379,0.7056838,25922.0,180.7662,0.79121965,0.99004704,0.93474454,0.841126,0.008373978,0.0025855675,0.707493,0.9985408,DERMASON
42614.0,804.837,327.29218,166.78577,1.9623508,0.86041564,43188.0,232.9331,0.726309,0.9867093,0.8266969,0.71169776,0.007680391,0.0012154733,0.50651366,0.9939575,HOROZ
51260.0,862.629,329.78635,198.8068,1.6588283,0.79786575,51880.0,255.47263,0.74853975,0.9880493,0.86564606,0.774661,0.0064336,0.0014291592,0.6000997,0.99546236,SIRA
77593.0,1059.919,405.24893,245.89313,1.6480694,0.794877,78724.0,314.3159,0.68883383,0.9856334,0.8679347,0.7756119,0.0052227513,0.0011658883,0.6015738,0.99143535,CALI
27098.0,622.92,236.09943,146.52649,1.6113089,0.7841167,27476.0,185.7478,0.6913637,0.98624253,0.8775716,0.7867355,0.008712799,0.0020589815,0.6189527,0.99732405,DERMASON
35291.0,723.178,276.2397,163.1613,1.6930466,0.80692697,35849.0,211.97617,0.71922636,0.9844347,0.84797573,0.7673632,0.007827483,0.0016741937,0.58884627,0.9969441,SIRA
145163.0,1449.277,535.8624,346.38394,1.5470188,0.7629948,146814.0,429.91544,0.7046132,0.98875445,0.86848634,0.8022869,0.0036914535,0.0009434002,0.6436643,0.9957607,BOMBAY
57431.0,944.296,387.14114,189.70413,2.040763,0.8717152,58090.0,270.41342,0.7206078,0.9886555,0.80935663,0.69848794,0.0067409785,0.0009897794,0.48788542,0.9956584,HOROZ
31879.0,659.67,246.5916,165.26097,1.4921346,0.7421978,32178.0,201.46861,0.81315684,0.99070793,0.9205791,0.81701326,0.0077352365,0.0021260323,0.6675107,0.9960158,DERMASON
34477.0,689.281,259.2898,169.67102,1.5281914,0.756176,34823.0,209.51726,0.71286494,0.990064,0.911899,0.80804276,0.0075206603,0.001977758,0.6529332,0.99780685,DERMASON
157613.0,1470.934,516.2064,389.93286,1.3238342,0.6552851,158756.0,447.97223,0.7707237,0.9928003,0.91540974,0.86781603,0.0032751514,0.0011458343,0.7531047,0.9969857,BOMBAY
35069.0,692.225,234.23665,191.2138,1.2249986,0.5775894,35563.0,211.3084,0.75268286,0.98610914,0.9196841,0.902115,0.006679308,0.002728719,0.8138115,0.9969179,SEKER
28008.0,619.174,231.56657,154.30396,1.500717,0.74564075,28337.0,188.84093,0.71558505,0.98838973,0.9180504,0.815493,0.008267873,0.0022555606,0.6650288,0.99802005,DERMASON
67922.0,1003.522,388.24698,224.6437,1.728279,0.81560415,68623.0,294.07648,0.6768848,0.9897848,0.84755236,0.7574469,0.005716071,0.0011606097,0.5737258,0.99155825,CALI
75626.0,1096.341,371.10892,260.32657,1.4255515,0.7126863,77287.0,310.30634,0.76799494,0.97850865,0.79065984,0.8361597,0.0049071605,0.0014796772,0.6991631,0.99669296,BARBUNYA
39235.0,734.13,275.39886,181.88884,1.5141053,0.7508647,39649.0,223.50739,0.7501482,0.9895584,0.91482407,0.811577,0.007019214,0.0018783964,0.6586573,0.9972765,SIRA
35510.0,676.975,227.15161,199.32303,1.1396154,0.47959682,35799.0,212.63287,0.7719565,0.99192715,0.9736778,0.93608344,0.006396835,0.0030297248,0.87625223,0.9985906,SEKER
37657.0,704.416,252.09511,190.57315,1.322826,0.6546209,37993.0,218.96663,0.7474593,0.9911563,0.9536679,0.8685874,0.0066945087,0.002350458,0.754444,0.9979981,SEKER
46486.0,807.684,301.5468,196.60072,1.5338031,0.7582412,46903.0,243.28546,0.7039067,0.9911093,0.89546597,0.80679166,0.006486831,0.0016953445,0.65091276,0.9983721,SIRA
35008.0,700.041,259.078,172.43231,1.502491,0.7463431,35424.0,211.12454,0.7046699,0.9882566,0.8976979,0.81490725,0.007400537,0.0020131483,0.6640739,0.997765,DERMASON
73235.0,1091.178,401.96994,232.66951,1.7276434,0.8154531,74256.0,305.36157,0.80555034,0.9862503,0.77292496,0.75966275,0.005488768,0.0011275556,0.57708746,0.99700135,BARBUNYA
69002.0,1037.299,369.32596,238.32574,1.5496687,0.7639299,70098.0,296.40524,0.7144765,0.98436475,0.8058675,0.80255735,0.0053523947,0.0013697214,0.64409834,0.998139,BARBUNYA
47360.0,860.079,346.14252,175.0021,1.9779334,0.8627808,48026.0,245.56186,0.8029024,0.9861325,0.80453485,0.70942414,0.0073087523,0.0011419494,0.5032826,0.9954595,HOROZ
48889.0,826.058,316.85992,197.60783,1.6034786,0.78170836,49359.0,249.49431,0.7567722,0.9904779,0.9003263,0.78739625,0.0064812107,0.0015367713,0.61999285,0.9941452,SIRA
45339.0,765.979,262.8303,219.83768,1.1955652,0.54808223,45690.0,240.26529,0.75914204,0.9923178,0.9710645,0.9141461,0.0057970025,0.0024971562,0.8356631,0.9990898,SEKER
55100.0,948.328,300.64597,235.3803,1.2772775,0.6221284,56772.0,264.86884,0.7874578,0.97054887,0.7699177,0.88099915,0.0054563694,0.002027615,0.7761595,0.9913711,BARBUNYA
36609.0,688.123,224.37256,207.98201,1.0788076,0.37518644,36943.0,215.89818,0.76408833,0.99095905,0.97155094,0.9622308,0.006128891,0.0032409972,0.9258881,0.9988551,SEKER
33748.0,699.061,251.82176,170.92442,1.473293,0.7343679,34301.0,207.29034,0.74965566,0.983878,0.8678162,0.823163,0.0074618277,0.0021133346,0.6775973,0.9982993,DERMASON
45439.0,810.822,314.5882,185.17699,1.6988513,0.8084004,46053.0,240.5301,0.78990006,0.9866675,0.8685355,0.7645872,0.0069233077,0.0014594914,0.5845936,0.99313766,SIRA
35051.0,700.244,257.78128,173.80315,1.4831796,0.738524,35526.0,211.25417,0.7823884,0.9866295,0.8982795,0.81950927,0.007354463,0.0020461914,0.67159545,0.99609673,DERMASON
33125.0,750.481,250.71411,168.96964,1.4837819,0.7387738,34040.0,205.3681,0.7162162,0.97311985,0.7390713,0.8191326,0.0075687277,0.0021019364,0.6709783,0.9955855,DERMASON
36863.0,690.538,236.75423,198.3588,1.1935655,0.54593766,37161.0,216.64586,0.76845944,0.99198085,0.971461,0.91506654,0.0064225434,0.0027777776,0.83734673,0.9994282,SEKER
56988.0,902.722,345.58505,211.0016,1.6378313,0.79196733,57852.0,269.36847,0.7577184,0.98506534,0.87879026,0.77945644,0.006064172,0.0013807614,0.6075523,0.9950682,BARBUNYA
35824.0,711.393,270.8438,168.78336,1.6046832,0.78208166,36333.0,213.5709,0.75347567,0.9859907,0.8895385,0.78853905,0.0075604008,0.0018030899,0.6217938,0.99778205,DERMASON
35176.0,702.735,267.56528,167.58101,1.5966325,0.7795675,35546.0,211.63051,0.75745046,0.98959094,0.8951033,0.79094905,0.007606473,0.0018363572,0.62560046,0.998854,DERMASON
64930.0,990.342,377.20825,220.6749,1.7093391,0.8110179,65973.0,287.52643,0.74529386,0.9841905,0.83192635,0.7622485,0.00580946,0.0012097674,0.5810228,0.9931651,CALI
39295.0,732.803,244.1991,205.47128,1.1884829,0.5403991,39881.0,223.67822,0.8053905,0.98530626,0.91954434,0.91596663,0.0062145083,0.0026983924,0.83899486,0.99713105,SEKER
48622.0,833.064,308.80518,201.14484,1.5352379,0.7587647,49268.0,248.81209,0.70957196,0.98688805,0.880412,0.8057251,0.0063511413,0.0016511217,0.6491929,0.9966656,SIRA
60918.0,939.729,347.6327,223.84232,1.553025,0.7651057,61747.0,278.5017,0.8216617,0.98657423,0.86686254,0.80113786,0.005706568,0.0014500526,0.64182186,0.9967654,BARBUNYA
38294.0,771.058,306.00677,160.38614,1.9079378,0.85164064,38844.0,220.81085,0.8271914,0.9858408,0.80940616,0.72158813,0.007990985,0.0013364035,0.5206894,0.9934431,HOROZ
59411.0,961.532,382.26544,201.87376,1.8935866,0.8491832,60199.0,275.03534,0.6908256,0.9869101,0.80751246,0.71948785,0.006434254,0.0010635839,0.5176627,0.9802392,HOROZ
43627.0,786.511,297.79697,187.65417,1.5869457,0.7764805,44121.0,235.68542,0.74195576,0.9888035,0.8862487,0.7914299,0.006825979,0.0016519409,0.62636125,0.9940013,SIRA
29184.0,637.004,235.5254,157.94218,1.4912128,0.74182355,29603.0,192.76468,0.7356322,0.98584604,0.9037959,0.8184454,0.008070361,0.0022337341,0.6698528,0.9988931,DERMASON
35438.0,678.412,233.18004,193.71057,1.2037548,0.55666965,35726.0,212.41719,0.7935953,0.99193865,0.96759146,0.9109579,0.0065799435,0.0027950858,0.8298443,0.998929,SEKER
51332.0,889.637,330.8228,198.6189,1.6656159,0.799716,52283.0,255.65198,0.7516877,0.9818105,0.8150277,0.7727761,0.0064447676,0.0014177572,0.597183,0.9946775,BARBUNYA
69479.0,1008.56,384.7246,231.93806,1.6587386,0.79784113,70402.0,297.42798,0.6763724,0.9868896,0.85834116,0.7730932,0.005537279,0.001220123,0.5976731,0.9913835,CALI
172546.0,1574.542,597.1471,370.97147,1.6096846,0.7836206,174186.0,468.71356,0.7503827,0.9905848,0.87459356,0.78492147,0.0034607993,0.0008103282,0.6161017,0.9917294,BOMBAY
190505.0,1693.703,648.05743,376.3201,1.722091,0.8141252,192570.0,492.5023,0.7817033,0.98927665,0.8345296,0.759967,0.003401787,0.0006999481,0.5775499,0.9945934,BOMBAY
73499.0,1071.953,377.99445,247.95044,1.5244757,0.75479287,74611.0,305.91147,0.7437664,0.98509604,0.80378485,0.80930156,0.0051428513,0.0013608969,0.654969,0.9984843,BARBUNYA
69386.0,1036.784,374.21823,236.56895,1.581857,0.774831,70292.0,297.22885,0.7152606,0.9871109,0.8111574,0.7942661,0.0053932816,0.0013240275,0.63085866,0.9979282,BARBUNYA
45864.0,844.252,334.58008,175.91281,1.9019654,0.8506256,46714.0,241.65234,0.73955107,0.9818042,0.80860716,0.7222557,0.0072950474,0.0012245366,0.52165323,0.9921664,HOROZ
185104.0,1607.624,588.75555,402.57587,1.4624711,0.72969365,187253.0,485.47064,0.7966396,0.98852354,0.9000294,0.8245707,0.0031806745,0.0009070071,0.6799169,0.99435884,BOMBAY
53709.0,915.904,360.8947,195.82439,1.8429508,0.839986,55433.0,261.50415,0.728307,0.96889937,0.8045574,0.72459954,0.006719446,0.0011426297,0.5250445,0.9676312,HOROZ
